Ticker,DateScenario,Currency,NbShares,RiskType,ScenarioValue
MMM,2021-07-26,USD,-7744.0,FXReturn,15.612225474456835
MMM,2021-07-26,USD,-7744.0,EquityReturn,-0.0
MMM,2021-07-27,USD,-7744.0,TotalReturn,8.3332504743091462
MMM,2021-07-27,USD,-7744.0,FXReturn,8.3332504743091462
MMM,2021-07-27,USD,-7744.0,EquityReturn,-0.0
MMM,2021-07-28,USD,-7744.0,TotalReturn,15.498916994304196
MMM,2021-07-28,USD,-7744.0,FXReturn,15.498916994304196
MMM,2021-07-28,USD,-7744.0,EquityReturn,-0.0
MMM,2021-07-29,USD,-7744.0,TotalReturn,24.20790677000501
MMM,2021-07-29,USD,-7744.0,FXReturn,24.20790677000501
MMM,2021-07-29,USD,-7744.0,EquityReturn,-0.0
MMM,2021-07-30,USD,-7744.0,TotalReturn,-8.7821101928588945
MMM,2021-07-30,USD,-7744.0,FXReturn,-8.7821101928588945
MMM,2021-07-30,USD,-7744.0,EquityReturn,-0.0
MMM,2021-08-02,USD,-7744.0,TotalReturn,-1.6492820703259312
MMM,2021-08-02,USD,-7744.0,FXReturn,-1.6492820703259312
MMM,2021-08-02,USD,-7744.0,EquityReturn,-0.0
MMM,2021-08-03,USD,-7744.0,TotalReturn,-3.8515696240425967
MMM,2021-08-03,USD,-7744.0,FXReturn,-3.8515696240425967
MMM,2021-08-03,USD,-7744.0,EquityReturn,-0.0
MMM,2021-08-04,USD,-7744.0,TotalReturn,-13.792798819632083
MMM,2021-08-04,USD,-7744.0,FXReturn,-13.792798819632083
MMM,2021-08-04,USD,-7744.0,EquityReturn,-0.0
MMM,2021-08-05,USD,-7744.0,TotalReturn,-1.6590526774930936
MMM,2021-08-05,USD,-7744.0,FXReturn,-1.6590526774930936
MMM,2021-08-05,USD,-7744.0,EquityReturn,-0.0
MMM,2021-08-06,USD,-7744.0,TotalReturn,-40.0712008941515
MMM,2021-08-06,USD,-7744.0,FXReturn,-40.0712008941515
MMM,2021-08-06,USD,-7744.0,EquityReturn,-0.0
MMM,2021-08-09,USD,-7744.0,TotalReturn,-12.904130724454454
MMM,2021-08-09,USD,-7744.0,FXReturn,-12.904130724454454
MMM,2021-08-09,USD,-7744.0,EquityReturn,-0.0
MMM,2021-08-10,USD,-7744.0,TotalReturn,-10.698141725744129
MMM,2021-08-10,USD,-7744.0,FXReturn,-10.698141725744129
MMM,2021-08-10,USD,-7744.0,EquityReturn,-0.0
MMM,2021-08-11,USD,-7744.0,TotalReturn,10.698141725744129
MMM,2021-08-11,USD,-7744.0,FXReturn,10.698141725744129
MMM,2021-08-11,USD,-7744.0,EquityReturn,-0.0
MMM,2021-08-12,USD,-7744.0,TotalReturn,-5.6262796489550695
MMM,2021-08-12,USD,-7744.0,FXReturn,-5.6262796489550695
MMM,2021-08-12,USD,-7744.0,EquityReturn,-0.0
MMM,2021-08-13,USD,-7744.0,TotalReturn,35.843280734004693
MMM,2021-08-13,USD,-7744.0,FXReturn,35.843280734004693
MMM,2021-08-13,USD,-7744.0,EquityReturn,-0.0
MMM,2021-08-16,USD,-7744.0,TotalReturn,-7.8074293967419166
MMM,2021-08-16,USD,-7744.0,FXReturn,-7.8074293967419166
MMM,2021-08-16,USD,-7744.0,EquityReturn,-0.0
MMM,2021-08-17,USD,-7744.0,TotalReturn,-38.752260976449662
MMM,2021-08-17,USD,-7744.0,FXReturn,-38.752260976449662
MMM,2021-08-17,USD,-7744.0,EquityReturn,-0.0
MMM,2021-08-18,USD,-7744.0,TotalReturn,1.1296807572366845
MMM,2021-08-18,USD,-7744.0,FXReturn,1.1296807572366845
MMM,2021-08-18,USD,-7744.0,EquityReturn,-0.0
MMM,2021-08-19,USD,-7744.0,TotalReturn,-20.393476229484186
MMM,2021-08-19,USD,-7744.0,FXReturn,-20.393476229484186
MMM,2021-08-19,USD,-7744.0,EquityReturn,-0.0
MMM,2021-08-20,USD,-7744.0,TotalReturn,12.477597626538
MMM,2021-08-20,USD,-7744.0,FXReturn,12.477597626538
MMM,2021-08-20,USD,-7744.0,EquityReturn,-0.0
MMM,2021-08-23,USD,-7744.0,TotalReturn,26.500055392896847
MMM,2021-08-23,USD,-7744.0,FXReturn,26.500055392896847
MMM,2021-08-23,USD,-7744.0,EquityReturn,-0.0
MMM,2021-08-24,USD,-7744.0,TotalReturn,5.6109648396763845
MMM,2021-08-24,USD,-7744.0,FXReturn,5.6109648396763845
MMM,2021-08-24,USD,-7744.0,EquityReturn,-0.0
MMM,2021-08-25,USD,-7744.0,TotalReturn,9.5167588947270545
MMM,2021-08-25,USD,-7744.0,FXReturn,9.5167588947270545
MMM,2021-08-25,USD,-7744.0,EquityReturn,-0.0
MMM,2021-08-26,USD,-7744.0,TotalReturn,-11.199045535892246
MMM,2021-08-26,USD,-7744.0,FXReturn,-11.199045535892246
MMM,2021-08-26,USD,-7744.0,EquityReturn,-0.0
MMM,2021-08-27,USD,-7744.0,TotalReturn,24.030988451498082
MMM,2021-08-27,USD,-7744.0,FXReturn,24.030988451498082
MMM,2021-08-27,USD,-7744.0,EquityReturn,-0.0
MMM,2021-08-30,USD,-7744.0,TotalReturn,1.11345609316146
MMM,2021-08-30,USD,-7744.0,FXReturn,1.11345609316146
MMM,2021-08-30,USD,-7744.0,EquityReturn,-0.0
MMM,2021-08-31,USD,-7744.0,TotalReturn,6.6728149606111486
MMM,2021-08-31,USD,-7744.0,FXReturn,6.6728149606111486
MMM,2021-08-31,USD,-7744.0,EquityReturn,-0.0
MMM,2021-09-01,USD,-7744.0,TotalReturn,16.622846257582246
MMM,2021-09-01,USD,-7744.0,FXReturn,16.622846257582246
MMM,2021-09-01,USD,-7744.0,EquityReturn,-0.0
MMM,2021-09-02,USD,-7744.0,TotalReturn,19.836531198176388
MMM,2021-09-02,USD,-7744.0,FXReturn,19.836531198176388
MMM,2021-09-02,USD,-7744.0,EquityReturn,-0.0
MMM,2021-09-03,USD,-7744.0,TotalReturn,4.9403513674628527
MMM,2021-09-03,USD,-7744.0,FXReturn,4.9403513674628527
MMM,2021-09-03,USD,-7744.0,EquityReturn,-0.0
MMM,2021-09-07,USD,-7744.0,TotalReturn,-23.67168817555369
MMM,2021-09-07,USD,-7744.0,FXReturn,-23.67168817555369
MMM,2021-09-07,USD,-7744.0,EquityReturn,-0.0
MMM,2021-09-08,USD,-7744.0,TotalReturn,-14.396717001667845
MMM,2021-09-08,USD,-7744.0,FXReturn,-14.396717001667845
MMM,2021-09-08,USD,-7744.0,EquityReturn,-0.0
MMM,2021-09-09,USD,-7744.0,TotalReturn,6.6525054187448944
MMM,2021-09-09,USD,-7744.0,FXReturn,6.6525054187448944
MMM,2021-09-09,USD,-7744.0,EquityReturn,-0.0
MMM,2021-09-10,USD,-7744.0,TotalReturn,-6.0976137889227715
MMM,2021-09-10,USD,-7744.0,FXReturn,-6.0976137889227715
MMM,2021-09-10,USD,-7744.0,EquityReturn,-0.0
MMM,2021-09-13,USD,-7744.0,TotalReturn,-3.330759564578841
MMM,2021-09-13,USD,-7744.0,FXReturn,-3.330759564578841
MMM,2021-09-13,USD,-7744.0,EquityReturn,-0.0
MMM,2021-09-14,USD,-7744.0,TotalReturn,-3.3341462036889027
MMM,2021-09-14,USD,-7744.0,FXReturn,-3.3341462036889027
MMM,2021-09-14,USD,-7744.0,EquityReturn,-0.0
MMM,2021-09-15,USD,-7744.0,TotalReturn,7.2197034680641039
MMM,2021-09-15,USD,-7744.0,FXReturn,7.2197034680641039
MMM,2021-09-15,USD,-7744.0,EquityReturn,-0.0
MMM,2021-09-16,USD,-7744.0,TotalReturn,-28.414942306610932
MMM,2021-09-16,USD,-7744.0,FXReturn,-28.414942306610932
MMM,2021-09-16,USD,-7744.0,EquityReturn,-0.0
MMM,2021-09-17,USD,-7744.0,TotalReturn,-21.89586385844057
MMM,2021-09-17,USD,-7744.0,FXReturn,-21.89586385844057
MMM,2021-09-17,USD,-7744.0,EquityReturn,-0.0
MMM,2021-09-20,USD,-7744.0,TotalReturn,-0.0
MMM,2021-09-20,USD,-7744.0,FXReturn,-0.0
MMM,2021-09-20,USD,-7744.0,EquityReturn,-0.0
MMM,2021-09-21,USD,-7744.0,TotalReturn,-1.1267919187174371
MMM,2021-09-21,USD,-7744.0,FXReturn,-1.1267919187174371
MMM,2021-09-21,USD,-7744.0,EquityReturn,-0.0
MMM,2021-09-22,USD,-7744.0,TotalReturn,-20.915219242561491
MMM,2021-09-22,USD,-7744.0,FXReturn,-20.915219242561491
MMM,2021-09-22,USD,-7744.0,EquityReturn,-0.0
MMM,2021-09-23,USD,-7744.0,TotalReturn,28.232501886152207
MMM,2021-09-23,USD,-7744.0,FXReturn,28.232501886152207
MMM,2021-09-23,USD,-7744.0,EquityReturn,-0.0
MMM,2021-09-24,USD,-7744.0,TotalReturn,-12.392607776873241
MMM,2021-09-24,USD,-7744.0,FXReturn,-12.392607776873241
MMM,2021-09-24,USD,-7744.0,EquityReturn,-0.0
MMM,2021-09-27,USD,-7744.0,TotalReturn,-11.306469896713388
MMM,2021-09-27,USD,-7744.0,FXReturn,-11.306469896713388
MMM,2021-09-27,USD,-7744.0,EquityReturn,-0.0
MMM,2021-09-28,USD,-7744.0,TotalReturn,-7.3699676774741647
MMM,2021-09-28,USD,-7744.0,FXReturn,-7.3699676774741647
MMM,2021-09-28,USD,-7744.0,EquityReturn,-0.0
MMM,2021-09-29,USD,-7744.0,TotalReturn,-49.171450384795463
MMM,2021-09-29,USD,-7744.0,FXReturn,-49.171450384795463
MMM,2021-09-29,USD,-7744.0,EquityReturn,-0.0
MMM,2021-09-30,USD,-7744.0,TotalReturn,-8.07377356980831
MMM,2021-09-30,USD,-7744.0,FXReturn,-8.07377356980831
MMM,2021-09-30,USD,-7744.0,EquityReturn,-0.0
MMM,2021-10-01,USD,-7744.0,TotalReturn,7.4977220917531113
MMM,2021-10-01,USD,-7744.0,FXReturn,7.4977220917531113
MMM,2021-10-01,USD,-7744.0,EquityReturn,-0.0
MMM,2021-10-04,USD,-7744.0,TotalReturn,15.518591857605053
MMM,2021-10-04,USD,-7744.0,FXReturn,15.518591857605053
MMM,2021-10-04,USD,-7744.0,EquityReturn,-0.0
MMM,2021-10-05,USD,-7744.0,TotalReturn,-14.366588254975795
MMM,2021-10-05,USD,-7744.0,FXReturn,-14.366588254975795
MMM,2021-10-05,USD,-7744.0,EquityReturn,-0.0
MMM,2021-10-06,USD,-7744.0,TotalReturn,-23.115835529397629
MMM,2021-10-06,USD,-7744.0,FXReturn,-23.115835529397629
MMM,2021-10-06,USD,-7744.0,EquityReturn,-0.0
MMM,2021-10-07,USD,-7744.0,TotalReturn,-3.4811847895952965
MMM,2021-10-07,USD,-7744.0,FXReturn,-3.4811847895952965
MMM,2021-10-07,USD,-7744.0,EquityReturn,-0.0
MMM,2021-10-08,USD,-7744.0,TotalReturn,9.85397703647888
MMM,2021-10-08,USD,-7744.0,FXReturn,9.85397703647888
MMM,2021-10-08,USD,-7744.0,EquityReturn,-0.0
MMM,2021-10-11,USD,-7744.0,TotalReturn,-9.27352842555694
MMM,2021-10-11,USD,-7744.0,FXReturn,-9.27352842555694
MMM,2021-10-11,USD,-7744.0,EquityReturn,-0.0
MMM,2021-10-12,USD,-7744.0,TotalReturn,-13.958562934642281
MMM,2021-10-12,USD,-7744.0,FXReturn,-13.958562934642281
MMM,2021-10-12,USD,-7744.0,EquityReturn,-0.0
MMM,2021-10-13,USD,-7744.0,TotalReturn,37.670729920683513
MMM,2021-10-13,USD,-7744.0,FXReturn,37.670729920683513
MMM,2021-10-13,USD,-7744.0,EquityReturn,-0.0
MMM,2021-10-14,USD,-7744.0,TotalReturn,1.1524011194004942
MMM,2021-10-14,USD,-7744.0,FXReturn,1.1524011194004942
MMM,2021-10-14,USD,-7744.0,EquityReturn,-0.0
MMM,2021-10-15,USD,-7744.0,TotalReturn,3.4548190800233485
MMM,2021-10-15,USD,-7744.0,FXReturn,3.4548190800233485
MMM,2021-10-15,USD,-7744.0,EquityReturn,-0.0
MMM,2021-10-18,USD,-7744.0,TotalReturn,5.175532657481142
MMM,2021-10-18,USD,-7744.0,FXReturn,5.175532657481142
MMM,2021-10-18,USD,-7744.0,EquityReturn,-0.0
MMM,2021-10-19,USD,-7744.0,TotalReturn,13.18997509758259
MMM,2021-10-19,USD,-7744.0,FXReturn,13.18997509758259
MMM,2021-10-19,USD,-7744.0,EquityReturn,-0.0
MMM,2021-10-20,USD,-7744.0,TotalReturn,9.715635809131868
MMM,2021-10-20,USD,-7744.0,FXReturn,9.715635809131868
MMM,2021-10-20,USD,-7744.0,EquityReturn,-0.0
MMM,2021-10-21,USD,-7744.0,TotalReturn,-16.017370786613895
MMM,2021-10-21,USD,-7744.0,FXReturn,-16.017370786613895
MMM,2021-10-21,USD,-7744.0,EquityReturn,-0.0
MMM,2021-10-22,USD,-7744.0,TotalReturn,14.875826882535506
MMM,2021-10-22,USD,-7744.0,FXReturn,14.875826882535506
MMM,2021-10-22,USD,-7744.0,EquityReturn,-0.0
MMM,2021-10-25,USD,-7744.0,TotalReturn,-23.488352683225266
MMM,2021-10-25,USD,-7744.0,FXReturn,-23.488352683225266
MMM,2021-10-25,USD,-7744.0,EquityReturn,-0.0
MMM,2021-10-26,USD,-7744.0,TotalReturn,-6.3300145788600943
MMM,2021-10-26,USD,-7744.0,FXReturn,-6.3300145788600943
MMM,2021-10-26,USD,-7744.0,EquityReturn,-0.0
MMM,2021-10-27,USD,-7744.0,TotalReturn,5.1799954782065569
MMM,2021-10-27,USD,-7744.0,FXReturn,5.1799954782065569
MMM,2021-10-27,USD,-7744.0,EquityReturn,-0.0
MMM,2021-10-28,USD,-7744.0,TotalReturn,42.856157469106066
MMM,2021-10-28,USD,-7744.0,FXReturn,42.856157469106066
MMM,2021-10-28,USD,-7744.0,EquityReturn,-0.0
MMM,2021-10-29,USD,-7744.0,TotalReturn,-67.677809243766148
MMM,2021-10-29,USD,-7744.0,FXReturn,-67.677809243766148
MMM,2021-10-29,USD,-7744.0,EquityReturn,-0.0
MMM,2021-11-01,USD,-7744.0,TotalReturn,25.97167087531362
MMM,2021-11-01,USD,-7744.0,FXReturn,25.97167087531362
MMM,2021-11-01,USD,-7744.0,EquityReturn,-0.0
MMM,2021-11-02,USD,-7744.0,TotalReturn,-16.714167214104208
MMM,2021-11-02,USD,-7744.0,FXReturn,-16.714167214104208
MMM,2021-11-02,USD,-7744.0,EquityReturn,-0.0
MMM,2021-11-03,USD,-7744.0,TotalReturn,19.013016765176687
MMM,2021-11-03,USD,-7744.0,FXReturn,19.013016765176687
MMM,2021-11-03,USD,-7744.0,EquityReturn,-0.0
MMM,2021-11-04,USD,-7744.0,TotalReturn,-33.489135595687351
MMM,2021-11-04,USD,-7744.0,FXReturn,-33.489135595687351
MMM,2021-11-04,USD,-7744.0,EquityReturn,-0.0
MMM,2021-11-05,USD,-7744.0,TotalReturn,8.1143364613923765
MMM,2021-11-05,USD,-7744.0,FXReturn,8.1143364613923765
MMM,2021-11-05,USD,-7744.0,EquityReturn,-0.0
MMM,2021-11-08,USD,-7744.0,TotalReturn,11.557891889473758
MMM,2021-11-08,USD,-7744.0,FXReturn,11.557891889473758
MMM,2021-11-08,USD,-7744.0,EquityReturn,-0.0
MMM,2021-11-09,USD,-7744.0,TotalReturn,2.8832408246398131
MMM,2021-11-09,USD,-7744.0,FXReturn,2.8832408246398131
MMM,2021-11-09,USD,-7744.0,EquityReturn,-0.0
MMM,2021-11-10,USD,-7744.0,TotalReturn,-65.774364627193762
MMM,2021-11-10,USD,-7744.0,FXReturn,-65.774364627193762
MMM,2021-11-10,USD,-7744.0,EquityReturn,-0.0
MMM,2021-11-11,USD,-7744.0,TotalReturn,-16.498773807648277
MMM,2021-11-11,USD,-7744.0,FXReturn,-16.498773807648277
MMM,2021-11-11,USD,-7744.0,EquityReturn,-0.0
MMM,2021-11-12,USD,-7744.0,TotalReturn,-0.0
MMM,2021-11-12,USD,-7744.0,FXReturn,-0.0
MMM,2021-11-12,USD,-7744.0,EquityReturn,-0.0
MMM,2021-11-15,USD,-7744.0,TotalReturn,-49.384662489247759
MMM,2021-11-15,USD,-7744.0,FXReturn,-49.384662489247759
MMM,2021-11-15,USD,-7744.0,EquityReturn,-0.0
MMM,2021-11-16,USD,-7744.0,TotalReturn,-28.890340587466831
MMM,2021-11-16,USD,-7744.0,FXReturn,-28.890340587466831
MMM,2021-11-16,USD,-7744.0,EquityReturn,-0.0
MMM,2021-11-17,USD,-7744.0,TotalReturn,-0.0
MMM,2021-11-17,USD,-7744.0,FXReturn,-0.0
MMM,2021-11-17,USD,-7744.0,EquityReturn,-0.0
MMM,2021-11-18,USD,-7744.0,TotalReturn,30.088810714968169
MMM,2021-11-18,USD,-7744.0,FXReturn,30.088810714968169
MMM,2021-11-18,USD,-7744.0,EquityReturn,-0.0
MMM,2021-11-19,USD,-7744.0,TotalReturn,-48.877737645463682
MMM,2021-11-19,USD,-7744.0,FXReturn,-48.877737645463682
MMM,2021-11-19,USD,-7744.0,EquityReturn,-0.0
MMM,2021-11-22,USD,-7744.0,TotalReturn,-32.976737243564095
MMM,2021-11-22,USD,-7744.0,FXReturn,-32.976737243564095
MMM,2021-11-22,USD,-7744.0,EquityReturn,-0.0
MMM,2021-11-23,USD,-7744.0,TotalReturn,7.3555320411285621
MMM,2021-11-23,USD,-7744.0,FXReturn,7.3555320411285621
MMM,2021-11-23,USD,-7744.0,EquityReturn,-0.0
MMM,2021-11-24,USD,-7744.0,TotalReturn,-30.134338815095234
MMM,2021-11-24,USD,-7744.0,FXReturn,-30.134338815095234
MMM,2021-11-24,USD,-7744.0,EquityReturn,-0.0
MMM,2021-11-26,USD,-7744.0,TotalReturn,73.335388367772481
MMM,2021-11-26,USD,-7744.0,FXReturn,73.335388367772481
MMM,2021-11-26,USD,-7744.0,EquityReturn,-0.0
MMM,2021-11-29,USD,-7744.0,TotalReturn,-15.757052026985328
MMM,2021-11-29,USD,-7744.0,FXReturn,-15.757052026985328
MMM,2021-11-29,USD,-7744.0,EquityReturn,-0.0
MMM,2021-11-30,USD,-7744.0,TotalReturn,27.226111165662012
MMM,2021-11-30,USD,-7744.0,FXReturn,27.226111165662012
MMM,2021-11-30,USD,-7744.0,EquityReturn,-0.0
MMM,2021-12-01,USD,-7744.0,TotalReturn,-10.259976558422892
MMM,2021-12-01,USD,-7744.0,FXReturn,-10.259976558422892
MMM,2021-12-01,USD,-7744.0,EquityReturn,-0.0
MMM,2021-12-02,USD,-7744.0,TotalReturn,-12.11008722961197
MMM,2021-12-02,USD,-7744.0,FXReturn,-12.11008722961197
MMM,2021-12-02,USD,-7744.0,EquityReturn,-0.0
MMM,2021-12-03,USD,-7744.0,TotalReturn,8.4815569827975565
MMM,2021-12-03,USD,-7744.0,FXReturn,8.4815569827975565
MMM,2021-12-03,USD,-7744.0,EquityReturn,-0.0
MMM,2021-12-06,USD,-7744.0,TotalReturn,-16.98415814773935
MMM,2021-12-06,USD,-7744.0,FXReturn,-16.98415814773935
MMM,2021-12-06,USD,-7744.0,EquityReturn,-0.0
MMM,2021-12-07,USD,-7744.0,TotalReturn,-13.403936989505731
MMM,2021-12-07,USD,-7744.0,FXReturn,-13.403936989505731
MMM,2021-12-07,USD,-7744.0,EquityReturn,-0.0
MMM,2021-12-08,USD,-7744.0,TotalReturn,47.890426913640965
MMM,2021-12-08,USD,-7744.0,FXReturn,47.890426913640965
MMM,2021-12-08,USD,-7744.0,EquityReturn,-0.0
MMM,2021-12-09,USD,-7744.0,TotalReturn,-30.232553926850535
MMM,2021-12-09,USD,-7744.0,FXReturn,-30.232553926850535
MMM,2021-12-09,USD,-7744.0,EquityReturn,-0.0
MMM,2021-12-10,USD,-7744.0,TotalReturn,11.519856610605522
MMM,2021-12-10,USD,-7744.0,FXReturn,11.519856610605522
MMM,2021-12-10,USD,-7744.0,EquityReturn,-0.0
MMM,2021-12-13,USD,-7744.0,TotalReturn,-16.990172377235773
MMM,2021-12-13,USD,-7744.0,FXReturn,-16.990172377235773
MMM,2021-12-13,USD,-7744.0,EquityReturn,-0.0
MMM,2021-12-14,USD,-7744.0,TotalReturn,-15.852269171349434
MMM,2021-12-14,USD,-7744.0,FXReturn,-15.852269171349434
MMM,2021-12-14,USD,-7744.0,EquityReturn,-0.0
MMM,2021-12-15,USD,-7744.0,TotalReturn,17.068648940694985
MMM,2021-12-15,USD,-7744.0,FXReturn,17.068648940694985
MMM,2021-12-15,USD,-7744.0,EquityReturn,-0.0
MMM,2021-12-16,USD,-7744.0,TotalReturn,26.048276673450033
MMM,2021-12-16,USD,-7744.0,FXReturn,26.048276673450033
MMM,2021-12-16,USD,-7744.0,EquityReturn,-0.0
MMM,2021-12-17,USD,-7744.0,TotalReturn,-54.134538579593652
MMM,2021-12-17,USD,-7744.0,FXReturn,-54.134538579593652
MMM,2021-12-17,USD,-7744.0,EquityReturn,-0.0
MMM,2021-12-20,USD,-7744.0,TotalReturn,22.0000477431591
MMM,2021-12-20,USD,-7744.0,FXReturn,22.0000477431591
MMM,2021-12-20,USD,-7744.0,EquityReturn,-0.0
MMM,2021-12-21,USD,-7744.0,TotalReturn,4.8698343936389676
MMM,2021-12-21,USD,-7744.0,FXReturn,4.8698343936389676
MMM,2021-12-21,USD,-7744.0,EquityReturn,-0.0
MMM,2021-12-22,USD,-7744.0,TotalReturn,24.849906110018644
MMM,2021-12-22,USD,-7744.0,FXReturn,24.849906110018644
MMM,2021-12-22,USD,-7744.0,EquityReturn,-0.0
MMM,2021-12-23,USD,-7744.0,TotalReturn,2.41475033277694
MMM,2021-12-23,USD,-7744.0,FXReturn,2.41475033277694
MMM,2021-12-23,USD,-7744.0,EquityReturn,-0.0
MMM,2021-12-27,USD,-7744.0,TotalReturn,-1.8109028323419452
MMM,2021-12-27,USD,-7744.0,FXReturn,-1.8109028323419452
MMM,2021-12-27,USD,-7744.0,EquityReturn,-0.0
MMM,2021-12-28,USD,-7744.0,TotalReturn,-9.6743748800748364
MMM,2021-12-28,USD,-7744.0,FXReturn,-9.6743748800748364
MMM,2021-12-28,USD,-7744.0,EquityReturn,-0.0
MMM,2021-12-29,USD,-7744.0,TotalReturn,23.533494476763131
MMM,2021-12-29,USD,-7744.0,FXReturn,23.533494476763131
MMM,2021-12-29,USD,-7744.0,EquityReturn,-0.0
MMM,2021-12-30,USD,-7744.0,TotalReturn,-15.066921256128246
MMM,2021-12-30,USD,-7744.0,FXReturn,-15.066921256128246
MMM,2021-12-30,USD,-7744.0,EquityReturn,-0.0
MMM,2022-01-03,USD,-7744.0,TotalReturn,-17.561194439604435
MMM,2022-01-03,USD,-7744.0,FXReturn,-17.561194439604435
MMM,2022-01-03,USD,-7744.0,EquityReturn,-0.0
MMM,2022-01-04,USD,-7744.0,TotalReturn,-5.4683777420637014
MMM,2022-01-04,USD,-7744.0,FXReturn,-5.4683777420637014
MMM,2022-01-04,USD,-7744.0,EquityReturn,-0.0
MMM,2022-01-05,USD,-7744.0,TotalReturn,16.98415814773935
MMM,2022-01-05,USD,-7744.0,FXReturn,16.98415814773935
MMM,2022-01-05,USD,-7744.0,EquityReturn,-0.0
MMM,2022-01-07,USD,-7744.0,TotalReturn,27.720769987528413
MMM,2022-01-07,USD,-7744.0,FXReturn,27.720769987528413
MMM,2022-01-07,USD,-7744.0,EquityReturn,-0.0
MMM,2022-01-10,USD,-7744.0,TotalReturn,-21.071401794594671
MMM,2022-01-10,USD,-7744.0,FXReturn,-21.071401794594671
MMM,2022-01-10,USD,-7744.0,EquityReturn,-0.0
MMM,2022-01-11,USD,-7744.0,TotalReturn,24.071006485122098
MMM,2022-01-11,USD,-7744.0,FXReturn,24.071006485122098
MMM,2022-01-11,USD,-7744.0,EquityReturn,-0.0
MMM,2022-01-12,USD,-7744.0,TotalReturn,46.454391802410115
MMM,2022-01-12,USD,-7744.0,FXReturn,46.454391802410115
MMM,2022-01-12,USD,-7744.0,EquityReturn,-0.0
MMM,2022-01-13,USD,-7744.0,TotalReturn,6.5003512604101559
MMM,2022-01-13,USD,-7744.0,FXReturn,6.5003512604101559
MMM,2022-01-13,USD,-7744.0,EquityReturn,-0.0
MMM,2022-01-14,USD,-7744.0,TotalReturn,-23.103236422124951
MMM,2022-01-14,USD,-7744.0,FXReturn,-23.103236422124951
MMM,2022-01-14,USD,-7744.0,EquityReturn,-0.0
MMM,2022-01-18,USD,-7744.0,TotalReturn,-53.318665625382422
MMM,2022-01-18,USD,-7744.0,FXReturn,-53.318665625382422
MMM,2022-01-18,USD,-7744.0,EquityReturn,-0.0
MMM,2022-01-19,USD,-7744.0,TotalReturn,9.6470774639595689
MMM,2022-01-19,USD,-7744.0,FXReturn,9.6470774639595689
MMM,2022-01-19,USD,-7744.0,EquityReturn,-0.0
MMM,2022-01-20,USD,-7744.0,TotalReturn,-18.716001993035249
MMM,2022-01-20,USD,-7744.0,FXReturn,-18.716001993035249
MMM,2022-01-20,USD,-7744.0,EquityReturn,-0.0
MMM,2022-01-21,USD,-7744.0,TotalReturn,18.113857194316587
MMM,2022-01-21,USD,-7744.0,FXReturn,18.113857194316587
MMM,2022-01-21,USD,-7744.0,EquityReturn,-0.0
MMM,2022-01-24,USD,-7744.0,TotalReturn,-10.252734324680858
MMM,2022-01-24,USD,-7744.0,FXReturn,-10.252734324680858
MMM,2022-01-24,USD,-7744.0,EquityReturn,-0.0
MMM,2022-01-25,USD,-7744.0,TotalReturn,-14.526971016726343
MMM,2022-01-25,USD,-7744.0,FXReturn,-14.526971016726343
MMM,2022-01-25,USD,-7744.0,EquityReturn,-0.0
MMM,2022-01-26,USD,-7744.0,TotalReturn,-37.815221125845696
MMM,2022-01-26,USD,-7744.0,FXReturn,-37.815221125845696
MMM,2022-01-26,USD,-7744.0,EquityReturn,-0.0
MMM,2022-01-27,USD,-7744.0,TotalReturn,-58.135402884332542
MMM,2022-01-27,USD,-7744.0,FXReturn,-58.135402884332542
MMM,2022-01-27,USD,-7744.0,EquityReturn,-0.0
MMM,2022-01-28,USD,-7744.0,TotalReturn,-0.0
MMM,2022-01-28,USD,-7744.0,FXReturn,-0.0
MMM,2022-01-28,USD,-7744.0,EquityReturn,-0.0
MMM,2022-01-31,USD,-7744.0,TotalReturn,55.681376679854772
MMM,2022-01-31,USD,-7744.0,FXReturn,55.681376679854772
MMM,2022-01-31,USD,-7744.0,EquityReturn,-0.0
MMM,2022-02-01,USD,-7744.0,TotalReturn,22.023518691761367
MMM,2022-02-01,USD,-7744.0,FXReturn,22.023518691761367
MMM,2022-02-01,USD,-7744.0,EquityReturn,-0.0
MMM,2022-02-02,USD,-7744.0,TotalReturn,20.671174579499144
MMM,2022-02-02,USD,-7744.0,FXReturn,20.671174579499144
MMM,2022-02-02,USD,-7744.0,EquityReturn,-0.0
MMM,2022-02-03,USD,-7744.0,TotalReturn,80.864013544659514
MMM,2022-02-03,USD,-7744.0,FXReturn,80.864013544659514
MMM,2022-02-03,USD,-7744.0,EquityReturn,-0.0
MMM,2022-02-04,USD,-7744.0,TotalReturn,4.7320736733280455
MMM,2022-02-04,USD,-7744.0,FXReturn,4.7320736733280455
MMM,2022-02-04,USD,-7744.0,EquityReturn,-0.0
MMM,2022-02-07,USD,-7744.0,TotalReturn,-2.3652096956611004
MMM,2022-02-07,USD,-7744.0,FXReturn,-2.3652096956611004
MMM,2022-02-07,USD,-7744.0,EquityReturn,-0.0
MMM,2022-02-08,USD,-7744.0,TotalReturn,-16.602885161714795
MMM,2022-02-08,USD,-7744.0,FXReturn,-16.602885161714795
MMM,2022-02-08,USD,-7744.0,EquityReturn,-0.0
MMM,2022-02-09,USD,-7744.0,TotalReturn,4.7519876934326248
MMM,2022-02-09,USD,-7744.0,FXReturn,4.7519876934326248
